image_path,file_exists,asset_id,profile_id,profile_name,description,file_id,filename,attr_abutment_material,attr_bridge_type,attr_decking_material,attr_fall_height,attr_has_edge_guard,attr_has_pedestrian_railing,attr_length,"attr_material_frame,_tank,_body",attr_number_of_steps,attr_structure_material,attr_structure_position,attr_width,Length measured by staff,length_bin,width_bin,fall_height_bin,steps_bin
data/citywide/images/337/48120/12529__MI_20210809_122601.jpg,True,48120,337,Boardwalk < 1.2m High,Kibbee Lk - Indian Point,12529,MI_20210809_122601.jpg,,,Timber,,No,No railings,10.0,Timber/Wood,,Timber,,1.5,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/48121/86240__AST_EX_20250808_133154.jpeg,True,48121,337,Boardwalk < 1.2m High,Isaac River Trail Type Ii,86240,AST_EX_20250808_133154.jpeg,,,Timber,,No,No railings,6.0,Timber/Wood,,Timber,,,True,short (<20m),,,
data/citywide/images/337/48637/27383__AST_EX_20211013_101432.jpeg,True,48637,337,Boardwalk < 1.2m High,Cape Scott Hiking Trail; Item description: FISHERMANS BOARDWALK;,27383,AST_EX_20211013_101432.jpeg,,,Timber,,No,No railings,18.0,Timber/Wood,,Timber,,,True,short (<20m),,,
data/citywide/images/337/48934/15282__AST_EX_20210811_144938.jpeg,True,48934,337,Boardwalk < 1.2m High,Boardwalk,15282,AST_EX_20210811_144938.jpeg,,,Timber,,No,No railings,62.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/48514/41791__lake_trail_boardwalk.JPG,True,48514,337,Boardwalk < 1.2m High,"Short wood boardwalk over muddy/wet section of lake trail, 2"" X 4"" wood decking 3m wide",41791,lake trail boardwalk.JPG,,,Timber,,No,No railings,10.668,Timber/Wood,,Timber,,3.0,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/48634/27385__AST_EX_20211013_101620.jpeg,True,48634,337,Boardwalk < 1.2m High,"Cape Scott Backcountry; Item description: BOARDWALK: (NELS BIGHT TO DONALDSONS FARM); Specifications: elevated WOOD BOARD -WALK, NELS BIGHT TO DONALDSONS FARM. ; Comments: ALL MATERIALS flown in",27385,AST_EX_20211013_101620.jpeg,,,Timber,,No,No railings,2300.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/48934/15283__AST_EX_20210811_144911.jpeg,True,48934,337,Boardwalk < 1.2m High,Boardwalk,15283,AST_EX_20210811_144911.jpeg,,,Timber,,No,No railings,62.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/48933/15279__AST_EX_20210811_144952.jpeg,True,48933,337,Boardwalk < 1.2m High,Boardwalk,15279,AST_EX_20210811_144952.jpeg,,,Timber,,No,No railings,104.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/49689/57741__AST_EX_20220804_124755.jpeg,True,49689,337,Boardwalk < 1.2m High,HOLT CREEK TO RIVERSIDE PARK,57741,AST_EX_20220804_124755.jpeg,,,Timber,,No,No railings,120.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/48936/15286__AST_EX_20210811_144036.jpeg,True,48936,337,Boardwalk < 1.2m High,Boardwalk,15286,AST_EX_20210811_144036.jpeg,,,Timber,,No,No railings,22.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/50513/42056__AST_EX_20220511_124819.jpeg,True,50513,337,Boardwalk < 1.2m High,Dahl Lake Day Use,42056,AST_EX_20220511_124819.jpeg,,,Timber,,No,No railings,3.0,Timber/Wood,,Timber,,,True,short (<20m),,,
data/citywide/images/337/50513/42057__AST_EX_20220511_124829.jpeg,True,50513,337,Boardwalk < 1.2m High,Dahl Lake Day Use,42057,AST_EX_20220511_124829.jpeg,,,Timber,,No,No railings,3.0,Timber/Wood,,Timber,,,True,short (<20m),,,
data/citywide/images/337/51255/70478__MI_20240629_131154.jpg,True,51255,337,Boardwalk < 1.2m High,"in campground, 1M WIDE",70478,MI_20240629_131154.jpg,,,Timber,,No,No railings,30.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/51254/82202__PXL_20250516_175632212.jpg,True,51254,337,Boardwalk < 1.2m High,170 M; 70 METERS OF TIMBER AND PLANK BOARDWALK,82202,PXL_20250516_175632212.jpg,,,Timber,,No,No railings,170.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/51256/69944__AST_EX_20240623_084827.jpeg,True,51256,337,Boardwalk < 1.2m High,5M Board Walk Located On Trail to Campsite,69944,AST_EX_20240623_084827.jpeg,,,Timber,,No,No railings,20.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/51256/70003__AST_EX_20240622_123305.jpeg,True,51256,337,Boardwalk < 1.2m High,5M Board Walk Located On Trail to Campsite,70003,AST_EX_20240622_123305.jpeg,,,Timber,,No,No railings,20.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/51256/69958__AST_EX_20240623_084753.jpeg,True,51256,337,Boardwalk < 1.2m High,5M Board Walk Located On Trail to Campsite,69958,AST_EX_20240623_084753.jpeg,,,Timber,,No,No railings,20.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/51256/70001__AST_EX_20240622_123341.jpeg,True,51256,337,Boardwalk < 1.2m High,5M Board Walk Located On Trail to Campsite,70001,AST_EX_20240622_123341.jpeg,,,Timber,,No,No railings,20.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/51256/70004__AST_EX_20240622_123326.jpeg,True,51256,337,Boardwalk < 1.2m High,5M Board Walk Located On Trail to Campsite,70004,AST_EX_20240622_123326.jpeg,,,Timber,,No,No railings,20.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/51254/53518__IMG_4018.JPG,True,51254,337,Boardwalk < 1.2m High,170 M; 70 METERS OF TIMBER AND PLANK BOARDWALK,53518,IMG_4018.JPG,,,Timber,,No,No railings,170.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/51440/22947__AST_EX_20210921_134402.jpeg,True,51440,337,Boardwalk < 1.2m High,Echo Bay Marine Service Area; Additional notes: Condemned ; Item description: Walk way to Wharf ;,22947,AST_EX_20210921_134402.jpeg,,,Timber,,No,No railings,10.0,Timber/Wood,,Timber,,,True,short (<20m),,,
data/citywide/images/337/51547/18708__AST_EX_20210826_112435.jpeg,True,51547,337,Boardwalk < 1.2m High,46.63m x m |,18708,AST_EX_20210826_112435.jpeg,,,,,,No railings,100.0,Timber/Wood,,,,,True,long (>100m),,,
data/citywide/images/337/51538/1109__AST_EX_20210617_094959.jpeg,True,51538,337,Boardwalk < 1.2m High,Quinsam R. Nature Trail; Additional notes: Y;,1109,AST_EX_20210617_094959.jpeg,,,Timber,,No,No railings,29.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/51547/18709__AST_EX_20210826_112407.jpeg,True,51547,337,Boardwalk < 1.2m High,46.63m x m |,18709,AST_EX_20210826_112407.jpeg,,,,,,No railings,100.0,Timber/Wood,,,,,True,long (>100m),,,
data/citywide/images/337/51547/18707__AST_EX_20210826_112642.jpeg,True,51547,337,Boardwalk < 1.2m High,46.63m x m |,18707,AST_EX_20210826_112642.jpeg,,,,,,No railings,100.0,Timber/Wood,,,,,True,long (>100m),,,
data/citywide/images/337/51547/18711__AST_EX_20210826_112301.jpeg,True,51547,337,Boardwalk < 1.2m High,46.63m x m |,18711,AST_EX_20210826_112301.jpeg,,,,,,No railings,100.0,Timber/Wood,,,,,True,long (>100m),,,
data/citywide/images/337/51547/18710__AST_EX_20210826_112332.jpeg,True,51547,337,Boardwalk < 1.2m High,46.63m x m |,18710,AST_EX_20210826_112332.jpeg,,,,,,No railings,100.0,Timber/Wood,,,,,True,long (>100m),,,
data/citywide/images/337/51603/24212__AST_EX_20210923_125920.jpeg,True,51603,337,Boardwalk < 1.2m High,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,24212,AST_EX_20210923_125920.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/51547/18706__AST_EX_20210826_113015.jpeg,True,51547,337,Boardwalk < 1.2m High,46.63m x m |,18706,AST_EX_20210826_113015.jpeg,,,,,,No railings,100.0,Timber/Wood,,,,,True,long (>100m),,,
data/citywide/images/337/51603/24216__AST_EX_20210923_125846.jpeg,True,51603,337,Boardwalk < 1.2m High,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,24216,AST_EX_20210923_125846.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/51603/87633__AST_EX_20250826_101822.jpeg,True,51603,337,Boardwalk < 1.2m High,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,87633,AST_EX_20250826_101822.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/51603/24222__AST_EX_20210923_130140.jpeg,True,51603,337,Boardwalk < 1.2m High,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,24222,AST_EX_20210923_130140.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/51942/21399__AST_EX_20210911_124304.jpeg,True,51942,337,Boardwalk < 1.2m High,"Fillongley Campground; Additional notes: Wood edging along trails, including raised flat surface lined by stacked wood.;",21399,AST_EX_20210911_124304.jpeg,,,Timber,,No,No railings,112.0,Timber/Wood,,Timber,,1.0,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/52244/40594__AST_EX_20220510_133402.jpeg,True,52244,337,Boardwalk < 1.2m High,French Beach Group Site Boardwalk at Beach,40594,AST_EX_20220510_133402.jpeg,,,Timber,,No,No railings,125.0,Timber/Wood,,Timber,,1.0,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/52469/87886__AST_EX_20250914_165603.jpeg,True,52469,337,Boardwalk < 1.2m High,replaced with wood bridge; SPLIT LOG 4M LONG;,87886,AST_EX_20250914_165603.jpeg,,,Timber,,No,No railings,4.0,Timber/Wood,,Timber,,,True,short (<20m),,,
data/citywide/images/337/51603/24211__AST_EX_20210923_125900.jpeg,True,51603,337,Boardwalk < 1.2m High,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,24211,AST_EX_20210923_125900.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/52245/40583__AST_EX_20220510_112627.jpeg,True,52245,337,Boardwalk < 1.2m High,Boardwalk on Path from Beach to Campground,40583,AST_EX_20220510_112627.jpeg,,,Timber,,No,No railings,15.0,Timber/Wood,,Timber,,2.0,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/53103/45605__AST_EX_20220609_114126.jpeg,True,53103,337,Boardwalk < 1.2m High,Gordon Bay Day Use; Item description: ON POINT TRAIL;,45605,AST_EX_20220609_114126.jpeg,,,Timber,,No,No railings,25.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/53556/63735__AST_EX_20221004_092847.jpeg,True,53556,337,Boardwalk < 1.2m High,"Wood; Specifications: 3 ft. wideand 82 m long. Red cedar planks are 2"" thick x 10"" x 36"".; Comments: Universal Access boardwalk to the Herman Lake viewing platform",63735,AST_EX_20221004_092847.jpeg,,,Timber,,No,No railings,82.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/53554/85193__AST_EX_20250719_114851.jpeg,True,53554,337,Boardwalk < 1.2m High,"made of red cedar; 29 ft. long x 3 ft. wide; using 6""x6"" stringers and posts; and 6"" wide x 3"" thick x 3 ft. long planks.;",85193,AST_EX_20250719_114851.jpeg,,,,,No,No railings,5.0,,,,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/53556/85593__AST_EX_20250720_155517.jpeg,True,53556,337,Boardwalk < 1.2m High,"Wood; Specifications: 3 ft. wideand 82 m long. Red cedar planks are 2"" thick x 10"" x 36"".; Comments: Universal Access boardwalk to the Herman Lake viewing platform",85593,AST_EX_20250720_155517.jpeg,,,Timber,,No,No railings,82.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/54329/397__20210529_115258.jpg,True,54329,337,Boardwalk < 1.2m High,BOTANY LOOP board walks multiple pieces,397,20210529_115258.jpg,,,Timber,,No,No railings,94.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/54329/401__20210529_115456.jpg,True,54329,337,Boardwalk < 1.2m High,BOTANY LOOP board walks multiple pieces,401,20210529_115456.jpg,,,Timber,,No,No railings,94.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/54329/398__20210529_115406.jpg,True,54329,337,Boardwalk < 1.2m High,BOTANY LOOP board walks multiple pieces,398,20210529_115406.jpg,,,Timber,,No,No railings,94.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/54329/402__20210529_115700.jpg,True,54329,337,Boardwalk < 1.2m High,BOTANY LOOP board walks multiple pieces,402,20210529_115700.jpg,,,Timber,,No,No railings,94.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/54329/400__20210529_115448.jpg,True,54329,337,Boardwalk < 1.2m High,BOTANY LOOP board walks multiple pieces,400,20210529_115448.jpg,,,Timber,,No,No railings,94.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/54329/403__20210529_115518.jpg,True,54329,337,Boardwalk < 1.2m High,BOTANY LOOP board walks multiple pieces,403,20210529_115518.jpg,,,Timber,,No,No railings,94.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/54329/399__20210529_115422.jpg,True,54329,337,Boardwalk < 1.2m High,BOTANY LOOP board walks multiple pieces,399,20210529_115422.jpg,,,Timber,,No,No railings,94.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/54329/404__20210529_115543.jpg,True,54329,337,Boardwalk < 1.2m High,BOTANY LOOP board walks multiple pieces,404,20210529_115543.jpg,,,Timber,,No,No railings,94.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/55466/45641__AST_EX_20220609_155542.jpeg,True,55466,337,Boardwalk < 1.2m High,Kokanee Cr. Visitor Centre Sit; Item description: SPAWING CHANNEL BOARDWALK; Specifications: APPROX 5 FT. WIDE C/W HAND RAILINGS. WOOD DECK 2 X 6 SUPPORTED BY POSTS ON CONCRETE FOOTINGS. ; Comments: SEE M.P.,45641,AST_EX_20220609_155542.jpeg,,,Timber,,Yes,,334.0,Timber/Wood,,Steel,,3.0,True,long (>100m),wide (>1.5m),,
data/citywide/images/337/54329/406__20210529_115621.jpg,True,54329,337,Boardwalk < 1.2m High,BOTANY LOOP board walks multiple pieces,406,20210529_115621.jpg,,,Timber,,No,No railings,94.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/54329/405__20210529_115604.jpg,True,54329,337,Boardwalk < 1.2m High,BOTANY LOOP board walks multiple pieces,405,20210529_115604.jpg,,,Timber,,No,No railings,94.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/55646/61616__AST_EX_20220827_131100.jpeg,True,55646,337,Boardwalk < 1.2m High,Enterprise Creek Trail; Item description: TO CORE AREA; Specifications: LOG TYPE BRIDGES #2 1 @ 12M #3 2 @ 5M #4 1 @ 3M#1 ; Comments: FAIR TO POOR,61616,AST_EX_20220827_131100.jpeg,,,Timber,,No,No railings,25.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/55648/55644__AST_EX_20220724_152740.jpeg,True,55648,337,Boardwalk < 1.2m High,Silver Spray Trail; Item description: TO SILVER SPRAY CABIN AREA; Specifications: LOG TYPE BRIDGES #3 1 @ 6M2 @ 3M EA.#1 -#2 ; Comments: FAIR TO POOR,55644,AST_EX_20220724_152740.jpeg,,,Timber,,No,No railings,12.0,Timber/Wood,,Timber,,0.5,True,short (<20m),narrow (<0.9m),,
data/citywide/images/337/55466/45668__AST_EX_20220609_155504.jpeg,True,55466,337,Boardwalk < 1.2m High,Kokanee Cr. Visitor Centre Sit; Item description: SPAWING CHANNEL BOARDWALK; Specifications: APPROX 5 FT. WIDE C/W HAND RAILINGS. WOOD DECK 2 X 6 SUPPORTED BY POSTS ON CONCRETE FOOTINGS. ; Comments: SEE M.P.,45668,AST_EX_20220609_155504.jpeg,,,Timber,,Yes,,334.0,Timber/Wood,,Steel,,3.0,True,long (>100m),wide (>1.5m),,
data/citywide/images/337/55643/56124__AST_EX_20220725_113846.jpeg,True,55643,337,Boardwalk < 1.2m High,Woodbury Glacier; Item description: BOARDWALK TO WATER AND OUTHOUSE; Comments: POOR-PUBLIC SAFETY HAZARD,56124,AST_EX_20220725_113846.jpeg,,,Timber,,No,No railings,100.0,Timber/Wood,,Timber,,0.5,True,long (>100m),narrow (<0.9m),,
data/citywide/images/337/55645/56120__AST_EX_20220725_113102.jpeg,True,55645,337,Boardwalk < 1.2m High,Woodbury Creek Trail; Item description: TO WOODBURY CABIN AREA; Specifications: LOG TYPE BRIDGES #3 2 @ 8M EA. #4 3 @ 4M EA. #5 #1 -#2 ; Comments: FAIR TO POOR,56120,AST_EX_20220725_113102.jpeg,,,Timber,,No,No railings,28.0,Timber/Wood,,Timber,,0.5,True,medium (20-100m),narrow (<0.9m),,
data/citywide/images/337/56209/88832__AST_EX_20250928_135750.jpeg,True,56209,337,Boardwalk < 1.2m High,Twin Spruce Trail; CONFIRMED; 5 cedar boardwalks along the Twin Spruce Trail; 3 boardwalk sections between the Twin Spruces and the Emergency Access Road plus 2 boardwalk sections between the Emergency A,88832,AST_EX_20250928_135750.jpeg,,,Timber,,No,No railings,28.8,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/56344/76260__MI_20241027_115929.jpg,True,56344,337,Boardwalk < 1.2m High,Boardwalk from day use picnic tables to the hot springs - Boardwalk to change house and separate boa,76260,MI_20241027_115929.jpg,,,Timber,,No,No railings,700.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/56209/13518__AST_EX_20210812_120624.jpeg,True,56209,337,Boardwalk < 1.2m High,Twin Spruce Trail; CONFIRMED; 5 cedar boardwalks along the Twin Spruce Trail; 3 boardwalk sections between the Twin Spruces and the Emergency Access Road plus 2 boardwalk sections between the Emergency A,13518,AST_EX_20210812_120624.jpeg,,,Timber,,No,No railings,28.8,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/56209/13517__AST_EX_20210812_120655.jpeg,True,56209,337,Boardwalk < 1.2m High,Twin Spruce Trail; CONFIRMED; 5 cedar boardwalks along the Twin Spruce Trail; 3 boardwalk sections between the Twin Spruces and the Emergency Access Road plus 2 boardwalk sections between the Emergency A,13517,AST_EX_20210812_120655.jpeg,,,Timber,,No,No railings,28.8,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/56344/36__IMG_5702.JPG,True,56344,337,Boardwalk < 1.2m High,Boardwalk from day use picnic tables to the hot springs - Boardwalk to change house and separate boa,36,IMG_5702.JPG,,,Timber,,No,No railings,700.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/56344/76267__MI_20241027_115915.jpg,True,56344,337,Boardwalk < 1.2m High,Boardwalk from day use picnic tables to the hot springs - Boardwalk to change house and separate boa,76267,MI_20241027_115915.jpg,,,Timber,,No,No railings,700.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/56345/34__IMG_5633.JPG,True,56345,337,Boardwalk < 1.2m High,150 M boardwalk from toilet building to hanging gardens - includes two viewing platforms and stair sets.; BOARDWALK; 150 MT. BOARDWALK TOHANGING GARDENS ; BOARD WALK TO HANGING GARDENS IN GOOD SHAPE AS NEW IN 1990;  150 m long,34,IMG_5633.JPG,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/56345/35__IMG_5635.JPG,True,56345,337,Boardwalk < 1.2m High,150 M boardwalk from toilet building to hanging gardens - includes two viewing platforms and stair sets.; BOARDWALK; 150 MT. BOARDWALK TOHANGING GARDENS ; BOARD WALK TO HANGING GARDENS IN GOOD SHAPE AS NEW IN 1990;  150 m long,35,IMG_5635.JPG,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/56345/76274__MI_20241027_120942.jpg,True,56345,337,Boardwalk < 1.2m High,150 M boardwalk from toilet building to hanging gardens - includes two viewing platforms and stair sets.; BOARDWALK; 150 MT. BOARDWALK TOHANGING GARDENS ; BOARD WALK TO HANGING GARDENS IN GOOD SHAPE AS NEW IN 1990;  150 m long,76274,MI_20241027_120942.jpg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/56877/18255__AST_EX_20210824_114750.jpeg,True,56877,337,Boardwalk < 1.2m High,Marble River Trail; Additional notes: 30m replaced in 2017;,18255,AST_EX_20210824_114750.jpeg,,,Timber,,No,No railings,60.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/56778/60081__sight1.jpg,True,56778,337,Boardwalk < 1.2m High,Maquinna Trails,60081,sight1.jpg,,,Timber,,No,No railings,1000.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/56877/76048__s3bridge3.jpg,True,56877,337,Boardwalk < 1.2m High,Marble River Trail; Additional notes: 30m replaced in 2017;,76048,s3bridge3.jpg,,,Timber,,No,No railings,60.0,Timber/Wood,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/56778/60080__sight_12.jpg,True,56778,337,Boardwalk < 1.2m High,Maquinna Trails,60080,sight 12.jpg,,,Timber,,No,No railings,1000.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/58173/4930__AST_EX_20210710_161648.jpeg,True,58173,337,Boardwalk < 1.2m High,Boardwalk with railing at portal trail entrance.,4930,AST_EX_20210710_161648.jpeg,,,Timber,,No,,1800.0,Timber/Wood,,Timber,,1.5,True,long (>100m),wide (>1.5m),,
data/citywide/images/337/58824/67447__AST_EX_20231214_125225.jpeg,True,58824,337,Boardwalk < 1.2m High,"Tow Hill - Blow Hole Trail; Specifications: cedar boardwalk: 3x10"" boards with asphalt traction; 1.5m wide; Blow Hole trail section fully accessible;",67447,AST_EX_20231214_125225.jpeg,,,Timber,,No,No railings,1800.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/58826/71884__AST_EX_20240801_143426.jpeg,True,58826,337,Boardwalk < 1.2m High,"Cape Fife Trail; two ages of boardwalk 20yr, 12yr; upgrade project for traction & repair in 2018; 3""",71884,AST_EX_20240801_143426.jpeg,,,Timber,,No,No railings,1500.0,Timber/Wood,,Timber,,,True,long (>100m),,,
data/citywide/images/337/58171/11918__AST_EX_20210807_142618.jpeg,True,58171,337,Boardwalk < 1.2m High,"just after emperor falls campground on main trail, 2 planks.",11918,AST_EX_20210807_142618.jpeg,,,Timber,,No,No railings,5.0,Timber/Wood,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/61005/62857__AST_EX_20220901_120401.jpeg,True,61005,337,Boardwalk < 1.2m High,Princess Louisa Day Use; Additional notes: replaced in 2007; Specifications: 125M BOARDWALK ;,62857,AST_EX_20220901_120401.jpeg,,,Timber,,No,No railings,150.0,Timber/Wood,,Timber,,1.0,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/57747/58967__AST_EX_20220808_161148.jpeg,True,57747,337,Boardwalk < 1.2m High,"Mount Assiniboine Backcountry; Estimate. Some boardwalk in Surprize and Simpson drainages lost in 2017 forest fire; Specifications: BOARDWALK LOCATED ON THIS INCLUDES THE SECTION TRAILS, TO WONDER, TO NUB NOT YET INSTALLED, GOING AND ASS",58967,AST_EX_20220808_161148.jpeg,,,Timber,,No,No railings,1600.0,Timber/Wood,,Timber,,0.6,True,long (>100m),narrow (<0.9m),,
