image_path,file_exists,asset_id,profile_id,profile_name,description,file_id,filename,attr_abutment_material,attr_bridge_type,attr_decking_material,attr_fall_height,attr_has_edge_guard,attr_has_pedestrian_railing,attr_length,"attr_material_frame,_tank,_body",attr_number_of_steps,attr_structure_material,attr_structure_position,attr_width,Length measured by staff,length_bin,width_bin,fall_height_bin,steps_bin
data/citywide/images/337/85171/11471__AST_IM_20210804_124101.jpeg,True,85171,337,Boardwalk < 1.2m High,Ray Farm; Specifications: 4M X 2M ; Comments: BRIDGES NEED REPLACEMENT,11471,AST_IM_20210804_124101.jpeg,Timber,Truss,Timber,,No,No railings,4.0,Timber/Wood,,Timber,,2.0,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/86083/13249__AST_IM_20210811_143342.jpeg,True,86083,337,Boardwalk < 1.2m High,5m log bridge,13249,AST_IM_20210811_143342.jpeg,Timber,Beam,,,,No railings,5.0,,,Timber,,,True,short (<20m),,,
data/citywide/images/337/86099/13234__AST_IM_20210811_144732.jpeg,True,86099,337,Boardwalk < 1.2m High,Fallen log bridge,13234,AST_IM_20210811_144732.jpeg,Timber,Beam,,,,No railings,,,,Timber,,,False,,,,
data/citywide/images/337/86152/13176__AST_IM_20210811_153215.jpeg,True,86152,337,Boardwalk < 1.2m High,12m log bridge,13176,AST_IM_20210811_153215.jpeg,Timber,Beam,,,,No railings,12.0,,,Timber,,,True,short (<20m),,,
data/citywide/images/337/86202/13121__AST_IM_20210811_163041.jpeg,True,86202,337,Boardwalk < 1.2m High,4m wood log bridge,13121,AST_IM_20210811_163041.jpeg,Timber,Beam,,,,No railings,4.0,,,Timber,,,True,short (<20m),,,
data/citywide/images/337/87575/17600__AST_IM_20210818_101024.jpeg,True,87575,337,Boardwalk < 1.2m High,Section 9; Pressure treated boards on log stringers. Gabion mid span.,17600,AST_IM_20210818_101024.jpeg,Timber,Beam,Timber,,No,No railings,10.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/87575/77510__Photo_2024-08-30__09_01_33.jpg,True,87575,337,Boardwalk < 1.2m High,Section 9; Pressure treated boards on log stringers. Gabion mid span.,77510,"Photo 2024-08-30, 09 01 33.jpg",Timber,Beam,Timber,,No,No railings,10.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/88089/18844__AST_IM_20210826_125147.jpeg,True,88089,337,Boardwalk < 1.2m High,Moderate,18844,AST_IM_20210826_125147.jpeg,Timber,,Timber,,,No railings,3.5,,,,,,True,short (<20m),,,
data/citywide/images/337/88096/18810__AST_IM_20210826_141723.jpeg,True,88096,337,Boardwalk < 1.2m High,,18810,AST_IM_20210826_141723.jpeg,Timber,Beam,Timber,,,No railings,3.0,,,Timber,,,True,short (<20m),,,
data/citywide/images/337/88096/77970__AST_EX_20241206_120015.jpeg,True,88096,337,Boardwalk < 1.2m High,,77970,AST_EX_20241206_120015.jpeg,Timber,Beam,Timber,,,No railings,3.0,,,Timber,,,True,short (<20m),,,
data/citywide/images/337/88097/18830__AST_IM_20210826_140829.jpeg,True,88097,337,Boardwalk < 1.2m High,,18830,AST_IM_20210826_140829.jpeg,Timber,Beam,Timber,,,No railings,3.0,,,Timber,,,True,short (<20m),,,
data/citywide/images/337/89446/22161__AST_IM_20210918_122548.jpeg,True,89446,337,Boardwalk < 1.2m High,Good shape. 1-16 ft 6x6 stringer needs replacing.,22161,AST_IM_20210918_122548.jpeg,Timber,Beam,Timber,,No,No railings,5.2,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89446/22163__AST_IM_20210918_122605.jpeg,True,89446,337,Boardwalk < 1.2m High,Good shape. 1-16 ft 6x6 stringer needs replacing.,22163,AST_IM_20210918_122605.jpeg,Timber,Beam,Timber,,No,No railings,5.2,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89448/22164__AST_IM_20210918_122753.jpeg,True,89448,337,Boardwalk < 1.2m High,Good shape,22164,AST_IM_20210918_122753.jpeg,Timber,Beam,Timber,,No,No railings,2.2,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89451/22162__AST_IM_20210918_122234.jpeg,True,89451,337,Boardwalk < 1.2m High,Good shape,22162,AST_IM_20210918_122234.jpeg,Timber,Beam,Timber,,No,No railings,4.2,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89575/22591__AST_IM_20210919_103632.jpeg,True,89575,337,Boardwalk < 1.2m High,Good shape needs handrail,22591,AST_IM_20210919_103632.jpeg,Timber,Beam,Timber,,No,No railings,2.5,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89577/22579__AST_IM_20210919_110007.jpeg,True,89577,337,Boardwalk < 1.2m High,Good shape,22579,AST_IM_20210919_110007.jpeg,Timber,Beam,Timber,,No,No railings,4.6,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89579/22588__AST_IM_20210919_103726.jpeg,True,89579,337,Boardwalk < 1.2m High,Good shape needs handrail,22588,AST_IM_20210919_103726.jpeg,Timber,Beam,Timber,,No,No railings,3.4,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89581/22584__AST_IM_20210919_105654.jpeg,True,89581,337,Boardwalk < 1.2m High,Needs decking 8ft long,22584,AST_IM_20210919_105654.jpeg,Timber,Beam,Timber,,No,No railings,2.6,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89582/22587__AST_IM_20210919_103923.jpeg,True,89582,337,Boardwalk < 1.2m High,Good shape needs handrail,22587,AST_IM_20210919_103923.jpeg,Timber,Beam,Timber,,No,No railings,5.8,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89588/22569__AST_IM_20210919_110858.jpeg,True,89588,337,Boardwalk < 1.2m High,Good shape,22569,AST_IM_20210919_110858.jpeg,Timber,Beam,Timber,,No,No railings,2.9,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89591/22578__AST_IM_20210919_110352.jpeg,True,89591,337,Boardwalk < 1.2m High,Good shape,22578,AST_IM_20210919_110352.jpeg,Timber,Beam,Timber,,No,No railings,2.6,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89593/22573__AST_IM_20210919_110758.jpeg,True,89593,337,Boardwalk < 1.2m High,Good shape,22573,AST_IM_20210919_110758.jpeg,Timber,Beam,Timber,,No,No railings,2.7,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89594/22566__AST_IM_20210919_111305.jpeg,True,89594,337,Boardwalk < 1.2m High,Good shape,22566,AST_IM_20210919_111305.jpeg,Timber,Beam,Timber,,No,No railings,2.95,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89595/22568__AST_IM_20210919_110945.jpeg,True,89595,337,Boardwalk < 1.2m High,Good shape,22568,AST_IM_20210919_110945.jpeg,Timber,Beam,Timber,,No,No railings,2.9,,,Timber,,2.9,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/89600/22565__AST_IM_20210919_111400.jpeg,True,89600,337,Boardwalk < 1.2m High,Good shape,22565,AST_IM_20210919_111400.jpeg,Timber,Beam,Timber,,No,No railings,2.6,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89601/22576__AST_IM_20210919_110058.jpeg,True,89601,337,Boardwalk < 1.2m High,Good shape,22576,AST_IM_20210919_110058.jpeg,Timber,Beam,Timber,,No,No railings,2.5,,,Timber,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89764/22923__AST_IM_20210921_150737.jpeg,True,89764,337,Boardwalk < 1.2m High,12.8m x 1.2m | 2x8 Red Cedar decking | 2 2x8 Laminated Stringers | Plastic Footings w/ 4x4 & 2x8 sleepers,22923,AST_IM_20210921_150737.jpeg,Timber,,Timber,,,No railings,12.8,,,Timber,,1.2,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89764/22930__AST_IM_20210921_150657.jpeg,True,89764,337,Boardwalk < 1.2m High,12.8m x 1.2m | 2x8 Red Cedar decking | 2 2x8 Laminated Stringers | Plastic Footings w/ 4x4 & 2x8 sleepers,22930,AST_IM_20210921_150657.jpeg,Timber,,Timber,,,No railings,12.8,,,Timber,,1.2,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89765/22929__AST_IM_20210921_144741.jpeg,True,89765,337,Boardwalk < 1.2m High,3.82m x 1.07 | 2x8 Red Cedar decking | 3 4x6 Stringers | 4x6 Sleepers,22929,AST_IM_20210921_144741.jpeg,Timber,,Timber,,,No railings,3.82,,,Timber,,1.07,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/89765/22933__AST_IM_20210921_144711.jpeg,True,89765,337,Boardwalk < 1.2m High,3.82m x 1.07 | 2x8 Red Cedar decking | 3 4x6 Stringers | 4x6 Sleepers,22933,AST_IM_20210921_144711.jpeg,Timber,,Timber,,,No railings,3.82,,,Timber,,1.07,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/91714/74896__AST_EX_20241004_131616.jpeg,True,91714,337,Boardwalk < 1.2m High,,74896,AST_EX_20241004_131616.jpeg,Timber,,Timber,,,,5.5,,,,,1.1,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/91715/74897__AST_EX_20241004_130803.jpeg,True,91715,337,Boardwalk < 1.2m High,,74897,AST_EX_20241004_130803.jpeg,Timber,,Timber,,,No railings,6.7,,,,,1.1,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/91716/74901__AST_EX_20241004_124716.jpeg,True,91716,337,Boardwalk < 1.2m High,,74901,AST_EX_20241004_124716.jpeg,Timber,,Timber,,,No railings,6.1,,,,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/91716/74902__AST_EX_20241004_124706.jpeg,True,91716,337,Boardwalk < 1.2m High,,74902,AST_EX_20241004_124706.jpeg,Timber,,Timber,,,No railings,6.1,,,,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/91716/75277__AST_EX_20241016_130003.jpeg,True,91716,337,Boardwalk < 1.2m High,,75277,AST_EX_20241016_130003.jpeg,Timber,,Timber,,,No railings,6.1,,,,,1.15,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/92842/29456__AST_IM_20211022_150443.jpeg,True,92842,337,Boardwalk < 1.2m High,,29456,AST_IM_20211022_150443.jpeg,Timber,,Timber,,No,No railings,,,,,,,False,,,,
data/citywide/images/337/93039/29685__AST_IM_20211029_143028.jpeg,True,93039,337,Boardwalk < 1.2m High,60ft,29685,AST_IM_20211029_143028.jpeg,Timber,Beam,,,,No railings,14.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/93039/29686__AST_IM_20211029_143022.jpeg,True,93039,337,Boardwalk < 1.2m High,60ft,29686,AST_IM_20211029_143022.jpeg,Timber,Beam,,,,No railings,14.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/93372/30946__AST_IM_20211104_130519.jpeg,True,93372,337,Boardwalk < 1.2m High,located on west side of lake near trail to lost lake,30946,AST_IM_20211104_130519.jpeg,Timber,Beam,Timber,,,,95.0,,,Timber,,1.5,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/93372/64674__AST_EX_20230302_125131.jpeg,True,93372,337,Boardwalk < 1.2m High,located on west side of lake near trail to lost lake,64674,AST_EX_20230302_125131.jpeg,Timber,Beam,Timber,,,,95.0,,,Timber,,1.5,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/93372/64723__AST_EX_20230302_125739.jpeg,True,93372,337,Boardwalk < 1.2m High,located on west side of lake near trail to lost lake,64723,AST_EX_20230302_125739.jpeg,Timber,Beam,Timber,,,,95.0,,,Timber,,1.5,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/100549/44371__AST_IM_20220603_103836.jpeg,True,100549,337,Boardwalk < 1.2m High,Boardwalk installed 2019 cedar and log construction,44371,AST_IM_20220603_103836.jpeg,Timber,Beam,Timber,,,,7.05,,,Timber,,0.9,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/100549/65059__AST_EX_20230608_094624.jpeg,True,100549,337,Boardwalk < 1.2m High,Boardwalk installed 2019 cedar and log construction,65059,AST_EX_20230608_094624.jpeg,Timber,Beam,Timber,,,,7.05,,,Timber,,0.9,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/100551/44372__AST_IM_20220603_105202.jpeg,True,100551,337,Boardwalk < 1.2m High,Cedar boards with staircase  | 3 m long,44372,AST_IM_20220603_105202.jpeg,Timber,Beam,Timber,,,No railings,5.5,,,Timber,,0.9,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/100555/44377__AST_IM_20220603_105153.jpeg,True,100555,337,Boardwalk < 1.2m High,"Multi level, multi stair case, 100m boardwalk to petroglyphs",44377,AST_IM_20220603_105153.jpeg,Timber,Beam,Timber,,,,106.7,,,Timber,,0.9,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/100555/67091__new_backs_for_benmched.jpg,True,100555,337,Boardwalk < 1.2m High,"Multi level, multi stair case, 100m boardwalk to petroglyphs",67091,new backs for benmched.jpg,Timber,Beam,Timber,,,,106.7,,,Timber,,0.9,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/100555/67092__New_stairs.jpg,True,100555,337,Boardwalk < 1.2m High,"Multi level, multi stair case, 100m boardwalk to petroglyphs",67092,New stairs.jpg,Timber,Beam,Timber,,,,106.7,,,Timber,,0.9,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/100555/67093__NOn-Slip_Just_before_viewing_area.jpg,True,100555,337,Boardwalk < 1.2m High,"Multi level, multi stair case, 100m boardwalk to petroglyphs",67093,NOn-Slip Just before viewing area.jpg,Timber,Beam,Timber,,,,106.7,,,Timber,,0.9,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/103708/48479__AST_IM_20220623_101844.jpeg,True,103708,337,Boardwalk < 1.2m High,Condition 60 2x6 boards on 4x 4 posts,48479,AST_IM_20220623_101844.jpeg,Timber,Beam,Timber,,,No railings,2.0,,,,,,True,short (<20m),,,
data/citywide/images/337/103710/48476__AST_IM_20220623_093622.jpeg,True,103710,337,Boardwalk < 1.2m High,2x 10 ft long 3 2x6 on 4x4,48476,AST_IM_20220623_093622.jpeg,Timber,Beam,Timber,,,No railings,6.0,,,Timber,,,True,short (<20m),,,
data/citywide/images/337/103712/48472__AST_IM_20220623_102111.jpeg,True,103712,337,Boardwalk < 1.2m High,Condition 40 19 ft boards on Posts,48472,AST_IM_20220623_102111.jpeg,Timber,Beam,Timber,,,No railings,65.0,,,,,,True,medium (20-100m),,,
data/citywide/images/337/103740/48467__AST_IM_20220623_105658.jpeg,True,103740,337,Boardwalk < 1.2m High,Ciondition 85 16 ft mixed construction,48467,AST_IM_20220623_105658.jpeg,Timber,Beam,Timber,,,No railings,5.0,,,,,,True,short (<20m),,,
data/citywide/images/337/107082/66331__AST_EX_20230925_155332.jpeg,True,107082,337,Boardwalk < 1.2m High,before junction Bridge is in good condition 80%,66331,AST_EX_20230925_155332.jpeg,Timber,Beam,Timber,,,No railings,3.0,,,Timber,,1.5,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/107140/54147__image.png,True,107140,337,Boardwalk < 1.2m High,Boardwalk about 2km into trail.,54147,image.png,Timber,Beam,Timber,,,No railings,16.0,,,Timber,,2.0,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/109419/88884__AST_EX_20250929_152115.jpeg,True,109419,337,Boardwalk < 1.2m High,Bridge over stream. wide 1.5m length 3 m,88884,AST_EX_20250929_152115.jpeg,Timber,Beam,Timber,,,No railings,3.0,,,Timber,,1.5,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/110992/72301__MI_20240808_111405.jpg,True,110992,337,Boardwalk < 1.2m High,2 split logs laying on ground past campground,72301,MI_20240808_111405.jpg,Timber,Beam,Timber,,,No railings,3.0,,,Timber,,0.5,True,short (<20m),narrow (<0.9m),,
data/citywide/images/337/111671/59800__AST_IM_20220806_121810.jpeg,True,111671,337,Boardwalk < 1.2m High,Fair 55. Bridge near 0.6x1.7,59800,AST_IM_20220806_121810.jpeg,Timber,Beam,Timber,,,No railings,8.0,,,Timber,,0.6,True,short (<20m),narrow (<0.9m),,
data/citywide/images/337/112032/87046__AST_EX_20250819_101245.jpeg,True,112032,337,Boardwalk < 1.2m High,"15m, 85%",87046,AST_EX_20250819_101245.jpeg,Timber,Beam,Timber,,,No railings,,,,Timber,,,False,,,,
data/citywide/images/337/112033/87043__AST_EX_20250819_102234.jpeg,True,112033,337,Boardwalk < 1.2m High,Boardwalk bridge. 85%,87043,AST_EX_20250819_102234.jpeg,Timber,Beam,Timber,,,No railings,,,,Timber,,,False,,,,
data/citywide/images/337/112034/87057__AST_EX_20250819_102102.jpeg,True,112034,337,Boardwalk < 1.2m High,"20m, boardwalk, 85%",87057,AST_EX_20250819_102102.jpeg,Timber,Beam,Timber,,,No railings,,,,Timber,,,False,,,,
data/citywide/images/337/112035/87045__AST_EX_20250819_101400.jpeg,True,112035,337,Boardwalk < 1.2m High,"Boardwalk, 10m, 85%",87045,AST_EX_20250819_101400.jpeg,Timber,Beam,Timber,,,No railings,,,,Timber,,,False,,,,
data/citywide/images/337/112037/87044__AST_EX_20250819_101626.jpeg,True,112037,337,Boardwalk < 1.2m High,"15m, 80%, loose top right corner",87044,AST_EX_20250819_101626.jpeg,Timber,Beam,Timber,,,No railings,15.0,,,,,,True,short (<20m),,,
data/citywide/images/337/113189/61521__AST_IM_20220826_121829.jpeg,True,113189,337,Boardwalk < 1.2m High,10m for both slabs,61521,AST_IM_20220826_121829.jpeg,Timber,Beam,,,,No railings,,,,Timber,,,False,,,,
data/citywide/images/337/116621/64538__AST_IM_20230125_160549.jpeg,True,116621,337,Boardwalk < 1.2m High,1.5m wide by 21m long,64538,AST_IM_20230125_160549.jpeg,Timber,,Timber,,,No railings,21.0,,,Timber,,1.5,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/116621/64885__AST_EX_20230414_130404.jpeg,True,116621,337,Boardwalk < 1.2m High,1.5m wide by 21m long,64885,AST_EX_20230414_130404.jpeg,Timber,,Timber,,,No railings,21.0,,,Timber,,1.5,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/116621/64916__AST_EX_20230415_114331.jpeg,True,116621,337,Boardwalk < 1.2m High,1.5m wide by 21m long,64916,AST_EX_20230415_114331.jpeg,Timber,,Timber,,,No railings,21.0,,,Timber,,1.5,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/116621/64917__AST_EX_20230415_114331.jpeg,True,116621,337,Boardwalk < 1.2m High,1.5m wide by 21m long,64917,AST_EX_20230415_114331.jpeg,Timber,,Timber,,,No railings,21.0,,,Timber,,1.5,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/116621/64918__AST_EX_20230415_114331.jpeg,True,116621,337,Boardwalk < 1.2m High,1.5m wide by 21m long,64918,AST_EX_20230415_114331.jpeg,Timber,,Timber,,,No railings,21.0,,,Timber,,1.5,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/116621/64920__AST_EX_20230415_114331.jpeg,True,116621,337,Boardwalk < 1.2m High,1.5m wide by 21m long,64920,AST_EX_20230415_114331.jpeg,Timber,,Timber,,,No railings,21.0,,,Timber,,1.5,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/116621/64924__AST_EX_20230415_114331.jpeg,True,116621,337,Boardwalk < 1.2m High,1.5m wide by 21m long,64924,AST_EX_20230415_114331.jpeg,Timber,,Timber,,,No railings,21.0,,,Timber,,1.5,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/116621/64926__AST_EX_20230415_114331.jpeg,True,116621,337,Boardwalk < 1.2m High,1.5m wide by 21m long,64926,AST_EX_20230415_114331.jpeg,Timber,,Timber,,,No railings,21.0,,,Timber,,1.5,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/116621/64930__AST_EX_20230415_114331.jpeg,True,116621,337,Boardwalk < 1.2m High,1.5m wide by 21m long,64930,AST_EX_20230415_114331.jpeg,Timber,,Timber,,,No railings,21.0,,,Timber,,1.5,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/116621/64931__AST_EX_20230415_114331.jpeg,True,116621,337,Boardwalk < 1.2m High,1.5m wide by 21m long,64931,AST_EX_20230415_114331.jpeg,Timber,,Timber,,,No railings,21.0,,,Timber,,1.5,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/117013/65020__AST_IM_20220727_102142.jpeg,True,117013,337,Boardwalk < 1.2m High,Boardwalk just before the big hot springs pool,65020,AST_IM_20220727_102142.jpeg,Timber,Beam,Timber,,,,2.5,,,Timber,,1.4,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/117015/65052__AST_EX_20230607_114451.jpeg,True,117015,337,Boardwalk < 1.2m High,"Single Board Boardwalk, scored for grip, two anchor points, no hand rails attached. On the slope to the beach",65052,AST_EX_20230607_114451.jpeg,Timber,,Timber,,,,3.7,,,Timber,,0.42,True,short (<20m),narrow (<0.9m),,
data/citywide/images/337/117017/65024__AST_IM_20220727_101925.jpeg,True,117017,337,Boardwalk < 1.2m High,,65024,AST_IM_20220727_101925.jpeg,Timber,Beam,Timber,,,,7.77,,,Timber,,0.82,True,short (<20m),narrow (<0.9m),,
data/citywide/images/337/117362/65594__AST_IM_20230721_121031.jpeg,True,117362,337,Boardwalk < 1.2m High,"Boardwalk 2 delapitated, needs replacement . Walkable but hazardous. all wood.",65594,AST_IM_20230721_121031.jpeg,Timber,Beam,Timber,,,No railings,30.0,,,,,3.0,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/117362/71513__AST_EX_20240726_142120.jpeg,True,117362,337,Boardwalk < 1.2m High,"Boardwalk 2 delapitated, needs replacement . Walkable but hazardous. all wood.",71513,AST_EX_20240726_142120.jpeg,Timber,Beam,Timber,,,No railings,30.0,,,,,3.0,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/117362/71523__AST_EX_20240726_142252.jpeg,True,117362,337,Boardwalk < 1.2m High,"Boardwalk 2 delapitated, needs replacement . Walkable but hazardous. all wood.",71523,AST_EX_20240726_142252.jpeg,Timber,Beam,Timber,,,No railings,30.0,,,,,3.0,True,medium (20-100m),wide (>1.5m),,
data/citywide/images/337/118770/67226__IMG_0198.JPG,True,118770,337,Boardwalk < 1.2m High,boardwalk from main kiosk junction to north shelter - replaced 2023,67226,IMG_0198.JPG,Concrete,,Timber,,No,No railings,40.0,Timber/Wood,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/127242/87217__AST_IM_20250823_121947.jpeg,True,127242,337,Boardwalk < 1.2m High,5m long x 3ft wide,87217,AST_IM_20250823_121947.jpeg,Timber,Beam,Timber,1.0,,No railings,5.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),medium (0.5-1.2m),
data/citywide/images/337/127756/88834__AST_IM_20250928_134753.jpeg,True,127756,337,Boardwalk < 1.2m High,"9 meter long boardwalk covering grassy swamp part of trail, close to Cheakamus Lake campground",88834,AST_IM_20250928_134753.jpeg,Timber,Beam,Timber,0.3,No,No railings,9.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),low (<0.5m),
data/citywide/images/573/89766/22924__AST_IM_20210921_151858.jpeg,True,89766,573,Boardwalk > 1.2m High,"18.7m x 1.07 | 2x8 Red Cedar decking | 2 3"" Pressure Treated Stringers | 4x6 Sleepers & Misc Materials",22924,AST_IM_20210921_151858.jpeg,Timber,,Timber,,,No railings,18.7,,,Timber,,1.07,True,medium (10-30m),standard (0.9-1.5m),,
data/citywide/images/573/89766/22925__AST_IM_20210921_151921.jpeg,True,89766,573,Boardwalk > 1.2m High,"18.7m x 1.07 | 2x8 Red Cedar decking | 2 3"" Pressure Treated Stringers | 4x6 Sleepers & Misc Materials",22925,AST_IM_20210921_151921.jpeg,Timber,,Timber,,,No railings,18.7,,,Timber,,1.07,True,medium (10-30m),standard (0.9-1.5m),,
