,File Name,Asset ID,Description,Decking Material,Fall Height (m),Has Edge Guard,Has Pedestrian Railing,Length (m),length measure by staff,Structure Material,Width (m)
87,AST_EX_20250928_135750.jpeg,56209,Twin Spruce Trail; CONFIRMED; 5 cedar boardwalks along the Twin Spruce Trail; 3 boardwalk sections between the Twin Spruces and the Emergency Access Road plus 2 boardwalk sections between the Emergency A,Timber,-1.0,No,No railings,28.8,True,Timber,0.0
88,AST_EX_20210812_120624.jpeg,56209,Twin Spruce Trail; CONFIRMED; 5 cedar boardwalks along the Twin Spruce Trail; 3 boardwalk sections between the Twin Spruces and the Emergency Access Road plus 2 boardwalk sections between the Emergency A,Timber,-1.0,No,No railings,28.8,True,Timber,0.0
89,AST_EX_20210812_120655.jpeg,56209,Twin Spruce Trail; CONFIRMED; 5 cedar boardwalks along the Twin Spruce Trail; 3 boardwalk sections between the Twin Spruces and the Emergency Access Road plus 2 boardwalk sections between the Emergency A,Timber,-1.0,No,No railings,28.8,True,Timber,0.0
90,MI_20241027_115915.jpg,56344,Boardwalk from day use picnic tables to the hot springs - Boardwalk to change house and separate boa,Timber,-1.0,No,No railings,700.0,True,Timber,0.0
91,MI_20241027_115929.jpg,56344,Boardwalk from day use picnic tables to the hot springs - Boardwalk to change house and separate boa,Timber,-1.0,No,No railings,700.0,True,Timber,0.0
92,IMG_5702.JPG,56344,Boardwalk from day use picnic tables to the hot springs - Boardwalk to change house and separate boa,Timber,-1.0,No,No railings,700.0,True,Timber,0.0
93,MI_20241027_120942.jpg,56345,150 M boardwalk from toilet building to hanging gardens - includes two viewing platforms and stair sets.; BOARDWALK; 150 MT. BOARDWALK TOHANGING GARDENS ; BOARD WALK TO HANGING GARDENS IN GOOD SHAPE AS NEW IN 1990;  150 m long,Timber,-1.0,No,No railings,150.0,True,Timber,0.0
94,IMG_5635.JPG,56345,150 M boardwalk from toilet building to hanging gardens - includes two viewing platforms and stair sets.; BOARDWALK; 150 MT. BOARDWALK TOHANGING GARDENS ; BOARD WALK TO HANGING GARDENS IN GOOD SHAPE AS NEW IN 1990;  150 m long,Timber,-1.0,No,No railings,150.0,True,Timber,0.0
95,IMG_5633.JPG,56345,150 M boardwalk from toilet building to hanging gardens - includes two viewing platforms and stair sets.; BOARDWALK; 150 MT. BOARDWALK TOHANGING GARDENS ; BOARD WALK TO HANGING GARDENS IN GOOD SHAPE AS NEW IN 1990;  150 m long,Timber,-1.0,No,No railings,150.0,True,Timber,0.0
96,sight 12.jpg,56778,Maquinna Trails,Timber,-1.0,No,No railings,1000.0,True,Timber,0.0
97,sight1.jpg,56778,Maquinna Trails,Timber,-1.0,No,No railings,1000.0,True,Timber,0.0
98,sight41.jpg,56779,Maquinna Trails,Timber,-1.0,No,No railings,1000.0,True,Timber,0.0
99,s3bridge3.jpg,56877,Marble River Trail; Additional notes: 30m replaced in 2017;,Timber,-1.0,No,No railings,60.0,True,Timber,0.0
100,AST_EX_20210824_114750.jpeg,56877,Marble River Trail; Additional notes: 30m replaced in 2017;,Timber,-1.0,No,No railings,60.0,True,Timber,0.0
101,AST_EX_20220808_161148.jpeg,57747,"Mount Assiniboine Backcountry; Estimate. Some boardwalk in Surprize and Simpson drainages lost in 2017 forest fire; Specifications: BOARDWALK LOCATED ON THIS INCLUDES THE SECTION TRAILS, TO WONDER, TO NUB NOT YET INSTALLED, GOING AND ASS",Timber,-1.0,No,No railings,1600.0,True,Timber,0.6
102,AST_EX_20210807_135103.jpeg,58165,At Marmot Campground; Hargraeves boardwalk (#1 Of 3) / wood,Timber,-1.0,No,No railings,0.0,False,Timber,1.0
103,AST_EX_20210807_142618.jpeg,58171,"just after emperor falls campground on main trail, 2 planks.",Timber,-1.0,No,No railings,5.0,True,Timber,1.0
104,AST_EX_20210710_161648.jpeg,58173,Boardwalk with railing at portal trail entrance.,Timber,-1.0,No,TBD,1800.0,True,Timber,1.5
105,AST_EX_20231214_125225.jpeg,58824,"Tow Hill - Blow Hole Trail; Specifications: cedar boardwalk: 3x10"" boards with asphalt traction; 1.5m wide; Blow Hole trail section fully accessible;",Timber,-1.0,No,No railings,1800.0,True,Timber,0.0
106,AST_EX_20231214_120336.jpeg,58825,Tow Hill - Blow Hole Trail,Timber,-1.0,No,No railings,5000.0,True,Timber,0.0
107,AST_EX_20240801_143426.jpeg,58826,"Cape Fife Trail; two ages of boardwalk 20yr, 12yr; upgrade project for traction & repair in 2018; 3""",Timber,-1.0,No,No railings,1500.0,True,Timber,0.0
108,AST_EX_20211005_123844.jpeg,59061,LOCATED BEHIND MALLRD LAKE;  1 M WIDE 39 M LONG. WOOD STRINGERS AND DECKING (CEDAR) ON CONCRETE PADS; CONSTRUCTED BY IWA FRBC FUNDED,Timber,-1.0,No,No railings,80.0,True,Timber,3.0
109,AST_EX_20220901_120353.jpeg,61005,Princess Louisa Day Use; Additional notes: replaced in 2007; Specifications: 125M BOARDWALK ;,Timber,-1.0,No,No railings,150.0,True,Timber,1.0
110,AST_EX_20220901_120258.jpeg,61005,Princess Louisa Day Use; Additional notes: replaced in 2007; Specifications: 125M BOARDWALK ;,Timber,-1.0,No,No railings,150.0,True,Timber,1.0
111,AST_EX_20220901_120401.jpeg,61005,Princess Louisa Day Use; Additional notes: replaced in 2007; Specifications: 125M BOARDWALK ;,Timber,-1.0,No,No railings,150.0,True,Timber,1.0
112,AST_EX_20220911_115854.jpeg,61114,Hamil Creek Trail; Item description: +/5 TRAILHEAD AND FIRST CROSSING; Specifications: LOG DUNNAGE LOG DECKING LOG KICK BOARD ;,Timber,-1.0,No,No railings,25.0,True,Timber,0.7
113,AST_EX_20220911_115844.jpeg,61114,Hamil Creek Trail; Item description: +/5 TRAILHEAD AND FIRST CROSSING; Specifications: LOG DUNNAGE LOG DECKING LOG KICK BOARD ;,Timber,-1.0,No,No railings,25.0,True,Timber,0.7
114,Purden July 17 Assett 61213.jpg,61213,Purden Lake Day Use; Item description: EAST END OF BEACH;,TBD,-1.0,No,No railings,0.0,False,TBD,1.0
115,Mt Robson PM Rearguard Walkway Invoice  2025-A1-07030.pdf,61499,Rearguard Falls Day Use; Specifications: APPROX. 22 M LONG X 1.5 M WIDE ;,Timber,-1.0,No,No railings,10.0,True,Timber,1.0
116,AST_EX_20210711_092323.jpeg,61499,Rearguard Falls Day Use; Specifications: APPROX. 22 M LONG X 1.5 M WIDE ;,Timber,-1.0,No,No railings,10.0,True,Timber,1.0
117,AST_EX_20230810_113706.jpeg,61732,Lower Flume boardwalk,Timber,-1.0,No,No railings,5.0,True,Timber,1.0
118,AST_EX_20230810_113753.jpeg,61734,Lower Flume trail boardwalk,Timber,-1.0,No,No railings,3.0,True,TBD,1.0
119,AST_EX_20230810_114109.jpeg,61735,Lower Flume trail boardwalk,Timber,-1.0,No,No railings,7.0,True,TBD,1.0
120,AST_EX_20230810_114313.jpeg,61736,Lower Flume Trail boardwalk,Timber,-1.0,No,No railings,10.0,True,TBD,1.0
121,AST_EX_20230810_115108.jpeg,61737,Lower Flume trail boardwalk,TBD,-1.0,No,No railings,7.0,True,Timber,1.0
122,AST_EX_20230810_105132.jpeg,61742,Lower Flume trail boardwalk,Timber,-1.0,No,No railings,5.0,True,Timber,1.0
123,AST_EX_20230810_104803.jpeg,61742,Lower Flume trail boardwalk,Timber,-1.0,No,No railings,5.0,True,Timber,1.0
124,IMG_5678.JPG,61958,"2""x8""x32"" decking 4""x4"" stringers ( western red cedar ) approx 300m. at multiple locations located on trail from camping area to outter beach.",Timber,-1.0,No,No railings,300.0,True,Timber,0.0
125,AST_EX_20210822_115054.jpeg,62067,Sandwell Day Use; Item description: BOARDWALK ; Specifications: 10M OF BOARDWALK 1M WIDE SET ON CONCRETE PADS TOPROTECT MIDDEN SITE ;,Timber,-1.0,No,No railings,28.0,True,Timber,1.0
126,AST_EX_20210822_115132.jpeg,62067,Sandwell Day Use; Item description: BOARDWALK ; Specifications: 10M OF BOARDWALK 1M WIDE SET ON CONCRETE PADS TOPROTECT MIDDEN SITE ;,Timber,-1.0,No,No railings,28.0,True,Timber,1.0
127,AST_EX_20250801_164153.jpeg,62364,Red cedar; 2' wide x 12' long,Timber,-1.0,No,No railings,8.0,True,Timber,0.0
128,MI_20220904_171313.jpg,62446,Boardwalk,Timber,-1.0,No,No railings,13.0,True,Timber,0.0
129,MI_20220920_144556.jpg,62447,Boardwalk,Timber,-1.0,No,No railings,44.0,True,Timber,0.0
130,MI_20220920_145255.jpg,62448,Boardwalk,Timber,-1.0,No,No railings,30.0,True,Timber,0.0
131,AST_EX_20250705_145951.jpeg,63070,20' LONG SPLIT LOG JUST EAST OF SPRUCE CKBRIDGE NEAR CH CAMP TRAIL ;,TBD,-1.0,No,No railings,0.0,False,TBD,0.0
132,AST_EX_20220806_153833.jpeg,63070,20' LONG SPLIT LOG JUST EAST OF SPRUCE CKBRIDGE NEAR CH CAMP TRAIL ;,TBD,-1.0,No,No railings,0.0,False,TBD,0.0
133,AST_EX_20250704_140942.jpeg,63074,LOCATED ON MAIN TRAIL JUST SOUTH OF TRAIL INTO SPRUCE LAKE SOUTH CAMP ;,TBD,-1.0,No,No railings,0.0,False,TBD,0.0
134,AST_EX_20220626_112902.jpeg,63074,LOCATED ON MAIN TRAIL JUST SOUTH OF TRAIL INTO SPRUCE LAKE SOUTH CAMP ;,TBD,-1.0,No,No railings,0.0,False,TBD,0.0
135,AST_EX_20240725_101213.jpeg,63220,"Spectacle Lake Day Use; Item description: BOARDWALK: (PAST SECOND FT.BRIDGE); Specifications: 1 15 METER LONG FOOTBRIDGE, TIMBER STRINGERS, AND PLANK DECKING. ;",Timber,-1.0,No,No railings,330.0,True,Timber,0.0
136,AST_EX_20210903_120734.jpeg,63220,"Spectacle Lake Day Use; Item description: BOARDWALK: (PAST SECOND FT.BRIDGE); Specifications: 1 15 METER LONG FOOTBRIDGE, TIMBER STRINGERS, AND PLANK DECKING. ;",Timber,-1.0,No,No railings,330.0,True,Timber,0.0
137,AST_EX_20220823_105719.jpeg,64207,"23'8"" LONG 10U 0333454 5509243;",Timber,-1.0,No,No railings,25.0,True,Timber,1.0
138,AST_EX_20220823_113044.jpeg,64220,"16'6"" LONG 10U 0333249 5508368;",Timber,-1.0,No,No railings,9.0,True,Timber,2.0
139,AST_EX_20220823_105548.jpeg,64235,"11'3"" LONG 10U 0333463 5509355;",Timber,-1.0,No,No railings,4.0,True,Timber,0.0
140,AST_EX_20220823_111504.jpeg,64236,"11'9"" LONGBETWEEN 10U 0333625 5508634 AND 10U 0332895 5508028;",Timber,-1.0,No,No railings,4.0,True,Timber,0.0
141,AST_EX_20220823_110105.jpeg,64237,"12'5"" LONG 10U 0333493 5509143;",Timber,-1.0,No,No railings,4.0,True,Timber,0.0
142,AST_EX_20220823_110253.jpeg,64260,"10'3"" LONG 10U 0333562 5509078;",Timber,-1.0,No,No railings,3.0,True,Timber,0.0
143,AST_EX_20220823_110543.jpeg,64261,"10'2"" LONG 10U 0333562 5509078;",Timber,-1.0,No,No railings,3.0,True,Timber,0.0
144,AST_EX_20220823_105926.jpeg,64272,8' LONG 10U 0333430 5509272;,Timber,-1.0,No,No railings,7.0,True,Timber,1.0
145,AST_EX_20220823_111353.jpeg,64273,"7'3"" LONGBETWEEN 10U 0333625 5508634 AND 10U 0332895 5508028;",Timber,-1.0,No,No railings,2.0,True,Timber,0.0
146,AST_EX_20220823_110154.jpeg,64274,"8'2"" LONG 10U 0333574 5509243;",Timber,-1.0,No,No railings,2.0,True,Timber,0.0
147,AST_EX_20220525_162916.jpeg,64887,Swan Lake Portage Trail; Item description: BOARDWALK ON PORTAGE TRAIL; Comments: Steel Lathe added to boardwalk for traction in 2017/2018. Value added to estimated replacement value.,Timber,-1.0,No,No railings,110.0,True,Timber,1.0
148,AST_EX_20220525_163009.jpeg,64887,Swan Lake Portage Trail; Item description: BOARDWALK ON PORTAGE TRAIL; Comments: Steel Lathe added to boardwalk for traction in 2017/2018. Value added to estimated replacement value.,Timber,-1.0,No,No railings,110.0,True,Timber,1.0
149,AST_EX_20210727_153914.jpeg,64887,Swan Lake Portage Trail; Item description: BOARDWALK ON PORTAGE TRAIL; Comments: Steel Lathe added to boardwalk for traction in 2017/2018. Value added to estimated replacement value.,Timber,-1.0,No,No railings,110.0,True,Timber,1.0
150,AST_EX_20210727_153925.jpeg,64887,Swan Lake Portage Trail; Item description: BOARDWALK ON PORTAGE TRAIL; Comments: Steel Lathe added to boardwalk for traction in 2017/2018. Value added to estimated replacement value.,Timber,-1.0,No,No railings,110.0,True,Timber,1.0
151,AST_EX_20220527_075651.jpeg,64888,"Swan Lake Portage Trail; LOCATED ON THE PORTAGE TRAIL; 3 SECTIONS OF LOGS SPLIT IN 2. SECTION #1, 2M",Timber,-1.0,No,No railings,10.0,True,Timber,0.0
152,AST_EX_20210727_142215.jpeg,64888,"Swan Lake Portage Trail; LOCATED ON THE PORTAGE TRAIL; 3 SECTIONS OF LOGS SPLIT IN 2. SECTION #1, 2M",Timber,-1.0,No,No railings,10.0,True,Timber,0.0
